Suburb Name;source_url;type_of_property;sale_rent;backup water;back-up power;Size;Security;Price;name;Images;Image;garages;floor_size;erf_size;bedrooms;bathrooms
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113340701;House;Sale;;;559 m²;;R17 850 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/316150605/Ensure1280x720|https://images.prop24.com/316150606/Ensure1280x720;https://images.prop24.com/316150605/Ensure1280x720;2.0;;559 m²;4.0;4.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112936810;House;Sale;;;424 m²;;R10 900 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/310981245/Ensure1280x720|https://images.prop24.com/310981197/Ensure1280x720;https://images.prop24.com/310981245/Ensure1280x720;2.0;170 m²;424 m²;4.0;3.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111821615;House;Sale;;;1 235 m²;;R23 500 000 ;7 Bedroom House for Sale in Fresnaye;https://images.prop24.com/293287590/Ensure1280x720|https://images.prop24.com/293287591/Ensure1280x720;https://images.prop24.com/293287590/Ensure1280x720;6.0;;1 235 m²;7.0;5.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111973525;House;Sale;;;445 m²;Alarm System;R13 995 000 ;5 Bedroom House for Sale in Fresnaye;https://images.prop24.com/294916025/Ensure1280x720|https://images.prop24.com/294916029/Ensure1280x720;https://images.prop24.com/294916025/Ensure1280x720;2.0;;445 m²;5.0;3.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112419296;House;Sale;;;1 380 m²;;R160 000 000 ;5 Bedroom House for Sale in Fresnaye;https://images.prop24.com/302580347/Ensure1280x720|https://images.prop24.com/302580350/Ensure1280x720;https://images.prop24.com/302580347/Ensure1280x720;4.0;1000 m²;1 380 m²;5.0;4.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112574731;House;Sale;;;424 m²;;R8 495 000 ;3 Bedroom House for Sale in Fresnaye;https://images.prop24.com/305206730/Ensure1280x720|https://images.prop24.com/305206756/Ensure1280x720;https://images.prop24.com/305206730/Ensure1280x720;2.0;140 m²;424 m²;3.0;3.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112529952;House;Sale;;;377 m²;;R8 250 000 ;3 Bedroom House for Sale in Fresnaye;https://images.prop24.com/308811630/Ensure1280x720|https://images.prop24.com/308811629/Ensure1280x720;https://images.prop24.com/308811630/Ensure1280x720;2.0;;377 m²;3.0;2.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112442277;House;Sale;;;765 m²;;R110 000 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/302977352/Ensure1280x720|https://images.prop24.com/302977351/Ensure1280x720;https://images.prop24.com/302977352/Ensure1280x720;2.0;1200 m²;765 m²;4.0;5.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111991183;House;Sale;;;396 m²;;R10 500 000 ;3 Bedroom House for Sale in Fresnaye;https://images.prop24.com/311654439/Ensure1280x720|https://images.prop24.com/311654438/Ensure1280x720;https://images.prop24.com/311654439/Ensure1280x720;2.0;200 m²;396 m²;3.0;3.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112456246;House;Sale;;;504 m²;;R9 750 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/303216399/Ensure1280x720|https://images.prop24.com/303216400/Ensure1280x720;https://images.prop24.com/303216399/Ensure1280x720;2.0;;504 m²;4.0;3.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111725337;House;Sale;;;1 155 m²;;R33 000 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/293868418/Ensure1280x720|https://images.prop24.com/293868414/Ensure1280x720;https://images.prop24.com/293868418/Ensure1280x720;2.0;244 m²;1 155 m²;4.0;3.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112885825;House;Sale;;;559 m²;;R8 750 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/310465649/Ensure1280x720|https://images.prop24.com/310465652/Ensure1280x720;https://images.prop24.com/310465649/Ensure1280x720;1.0;215 m²;559 m²;4.0;3.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112704713;House;Sale;;;753 m²;;R32 500 000 ;5 Bedroom House for Sale in Fresnaye;https://images.prop24.com/307458335/Ensure1280x720|https://images.prop24.com/307458336/Ensure1280x720;https://images.prop24.com/307458335/Ensure1280x720;4.0;;753 m²;5.0;4.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112850780;House;Sale;;;230 m²;;R7 750 000 ;2 Bedroom House for Sale in Fresnaye;https://images.prop24.com/301178233/Ensure1280x720|https://images.prop24.com/301178241/Ensure1280x720;https://images.prop24.com/301178233/Ensure1280x720;;190 m²;230 m²;2.0;2.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112963068;House;Sale;;;630 m²;;R22 995 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/311076789/Ensure1280x720|https://images.prop24.com/311076790/Ensure1280x720;https://images.prop24.com/311076789/Ensure1280x720;;209 m²;630 m²;4.0;3.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112574713;House;Sale;;;1 613 m²;;R79 950 000 ;8 Bedroom House for Sale in Fresnaye;https://images.prop24.com/305206499/Ensure1280x720|https://images.prop24.com/305206500/Ensure1280x720;https://images.prop24.com/305206499/Ensure1280x720;5.0;1594 m²;1 613 m²;8.0;6.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111047408;House;Sale;;;430 m²;;R11 495 000 ;6 Bedroom House for Sale in Fresnaye;https://images.prop24.com/280530921/Ensure1280x720|https://images.prop24.com/280530935/Ensure1280x720;https://images.prop24.com/280530921/Ensure1280x720;4.0;;430 m²;6.0;4.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113219215;House;Sale;;;926 m²;;R15 995 000 ;3 Bedroom House for Sale in Fresnaye;https://images.prop24.com/314418136/Ensure1280x720|https://images.prop24.com/314418144/Ensure1280x720;https://images.prop24.com/314418136/Ensure1280x720;2.0;;926 m²;3.0;2.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113231735;House;Sale;;;620 m²;;R25 000 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/314649553/Ensure1280x720|https://images.prop24.com/314649467/Ensure1280x720;https://images.prop24.com/314649553/Ensure1280x720;2.0;;620 m²;4.0;4.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113249002;House;Sale;;;401 m²;;R8 750 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/314787153/Ensure1280x720|https://images.prop24.com/314787154/Ensure1280x720;https://images.prop24.com/314787153/Ensure1280x720;4.0;;401 m²;4.0;3.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/108412902;House;Sale;;;1 044 m²;;R47 500 000 ;5 Bedroom House for Sale in Fresnaye;https://images.prop24.com/201719401/Ensure1280x720|https://images.prop24.com/201719393/Ensure1280x720;https://images.prop24.com/201719401/Ensure1280x720;4.0;;1 044 m²;5.0;4.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113331233;House;Sale;;;650 m²;Electric Gate, Safe;R35 000 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/315973089/Ensure1280x720|https://images.prop24.com/315973090/Ensure1280x720;https://images.prop24.com/315973089/Ensure1280x720;2.0;650 m²;650 m²;4.0;5.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113308468;House;Sale;;;342 m²;;R13 500 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/315521826/Ensure1280x720|https://images.prop24.com/315521827/Ensure1280x720;https://images.prop24.com/315521826/Ensure1280x720;1.0;;342 m²;4.0;3.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112455984;House;Sale;;;453 m²;;R12 000 000 ;4 Bedroom House for Sale in Fresnaye;https://images.prop24.com/303212015/Ensure1280x720|https://images.prop24.com/303212016/Ensure1280x720;https://images.prop24.com/303212015/Ensure1280x720;2.0;;453 m²;4.0;3.5
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113022459;House;Sale;;;630 m²;Totally Fenced, Electric Garage, Electric Gate, Security Gate, Alarm System, Perimeter Wall, Safe;R11 995 000 ;3 Bedroom House for Sale in Fresnaye;https://images.prop24.com/312140294/Ensure1280x720|https://images.prop24.com/312140285/Ensure1280x720;https://images.prop24.com/312140294/Ensure1280x720;1.0;450 m²;630 m²;3.0;3.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113308728;House;Sale;;;456 m²;;R14 995 000 ;6 Bedroom House for Sale in Fresnaye;https://images.prop24.com/315527165/Ensure1280x720|https://images.prop24.com/315527167/Ensure1280x720;https://images.prop24.com/315527165/Ensure1280x720;1.0;;456 m²;6.0;5.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112077622;House;Sale;Yes;Yes;;;R40 250 000 ;6 Bedroom House for Sale in Fresnaye;;https://images.prop24.com/296157470/Crop320x213;2.0;;488 m²;6.0;5.0
FRESNAYE;https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112054324;House;Sale;Yes;Yes;;;R40 250 000 ;6 Bedroom House for Sale in Fresnaye;;https://images.prop24.com/296365981/Crop600x400;2.0;;500 m²;6.0;5.0
FRESNAYE;https://www.property24.com/to-rent/fresnaye/cape-town/western-cape/11016/113272270;House;Rent;;Yes;;;R299 999 ;9 Bedroom House to Rent in Fresnaye;;https://images.prop24.com/315256465/Crop600x400;2.0;;500 m²;9.0;10.0
FRESNAYE;https://www.property24.com/to-rent/fresnaye/cape-town/western-cape/11016/113451561;House;Rent;;;;;R300 000 ;9 Bedroom House to Rent in Fresnaye;;https://images.prop24.com/231133071/Crop600x400;4.0;;3027 m²;9.0;9.0
FRESNAYE;https://www.property24.com/to-rent/fresnaye/cape-town/western-cape/11016/113412301;House;Rent;;;;;R130 000 ;4 Bedroom House to Rent in Fresnaye;;https://images.prop24.com/317495798/Crop600x400;4.0;;470 m²;4.0;3.5
EIKENBOSCH KUILS RIVER;https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/112794465;House;Sale;;;480 m²;;R2 350 000 ;3 Bedroom House for Sale in Eikenbosch;https://images.prop24.com/309013533/Ensure1280x720|https://images.prop24.com/309013534/Ensure1280x720;https://images.prop24.com/309013533/Ensure1280x720;2.0;;480 m²;3.0;2.0
EIKENBOSCH KUILS RIVER;https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/112619136;House;Sale;;;295 m²;;R1 599 000 ;2 Bedroom House for Sale in Eikenbosch;https://images.prop24.com/305959784/Ensure1280x720|https://images.prop24.com/305959785/Ensure1280x720;https://images.prop24.com/305959784/Ensure1280x720;1.0;91 m²;295 m²;2.0;1.0
EIKENBOSCH KUILS RIVER;https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/112431086;House;Sale;;;520 m²;1;R2 399 000 ;3 Bedroom House for Sale in Eikenbosch;https://images.prop24.com/302781525/Ensure1280x720|https://images.prop24.com/302781526/Ensure1280x720;https://images.prop24.com/302781525/Ensure1280x720;2.0;165 m²;520 m²;3.0;2.0
EIKENBOSCH KUILS RIVER;https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/113306364;House;Sale;;;254 m²;;R1 699 000 ;3 Bedroom House for Sale in Eikenbosch;https://images.prop24.com/315489354/Ensure1280x720|https://images.prop24.com/315489355/Ensure1280x720;https://images.prop24.com/315489354/Ensure1280x720;1.0;115 m²;254 m²;3.0;2.0
EIKENBOSCH KUILS RIVER;https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/113320670;House;Sale;;;598 m²;;R2 150 000 ;3 Bedroom House for Sale in Eikenbosch;https://images.prop24.com/315785344/Ensure1280x720|https://images.prop24.com/315785346/Ensure1280x720;https://images.prop24.com/315785344/Ensure1280x720;2.0;170 m²;598 m²;3.0;2.0
EIKENBOSCH KUILS RIVER;https://www.property24.com/to-rent/eikenbosch/kuils-river/western-cape/11143/107616010;House;Rent;;;;;R14 500 ;3 Bedroom House to Rent in Eikenbosch;;https://images.prop24.com/313607153/Crop600x400;2.0;;;3.0;2.0
CLOVELLY;https://www.property24.com/for-sale/clovelly/fish-hoek/western-cape/10947/112989149;House;Sale;;;605 m²;;R4 150 000 ;4 Bedroom House for Sale in Clovelly;https://images.prop24.com/312552505/Ensure1280x720|https://images.prop24.com/311529887/Ensure1280x720;https://images.prop24.com/312552505/Ensure1280x720;2.0;;605 m²;4.0;3.0
CLOVELLY;https://www.property24.com/for-sale/clovelly/fish-hoek/western-cape/10947/113220593;House;Sale;;;521 m²;;R4 750 000 ;4 Bedroom House for Sale in Clovelly;https://images.prop24.com/314452188/Ensure1280x720|https://images.prop24.com/314452189/Ensure1280x720;https://images.prop24.com/314452188/Ensure1280x720;2.0;159 m²;521 m²;4.0;3.0
CLOVELLY;https://www.property24.com/for-sale/clovelly/fish-hoek/western-cape/10947/113315596;House;Sale;;;991 m²;;R4 700 000 ;5 Bedroom House for Sale in Clovelly;https://images.prop24.com/315654018/Ensure1280x720|https://images.prop24.com/315654019/Ensure1280x720;https://images.prop24.com/315654018/Ensure1280x720;2.0;231 m²;991 m²;5.0;2.5
CLOVELLY;https://www.property24.com/to-rent/clovelly/fish-hoek/western-cape/10947/110448781;House;Rent;;;;;R32 000 ;5 Bedroom House to Rent in Clovelly;;https://images.prop24.com/270730772/Crop600x400;3.0;;650 m²;5.0;5.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/109995177;House;Sale;;;721 m²;;R85 000 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/262124100/Ensure1280x720|https://images.prop24.com/262124101/Ensure1280x720;https://images.prop24.com/262124100/Ensure1280x720;2.0;780 m²;721 m²;4.0;4.5
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/108881830;House;Sale;;;180 m²;;R55 000 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/274270135/Ensure1280x720|https://images.prop24.com/274270136/Ensure1280x720;https://images.prop24.com/274270135/Ensure1280x720;;;180 m²;4.0;4.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112090689;House;Sale;;;406 m²;;R23 500 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/296990973/Ensure1280x720|https://images.prop24.com/296990974/Ensure1280x720;https://images.prop24.com/296990973/Ensure1280x720;;;406 m²;4.0;4.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112479649;House;Sale;;;513 m²;;R36 000 000 ;1 Bedroom House for Sale in Clifton;https://images.prop24.com/303587969/Ensure1280x720|https://images.prop24.com/303587970/Ensure1280x720;https://images.prop24.com/303587969/Ensure1280x720;;;513 m²;1.0;2.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112532089;House;Sale;;;476 m²;;R59 000 000 ;3 Bedroom House for Sale in Clifton;https://images.prop24.com/304469308/Ensure1280x720|https://images.prop24.com/304469310/Ensure1280x720;https://images.prop24.com/304469308/Ensure1280x720;;200 m²;476 m²;3.0;3.5
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112394906;House;Sale;;;;;R25 000 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/302127608/Ensure1280x720|https://images.prop24.com/302127609/Ensure1280x720;https://images.prop24.com/302127608/Ensure1280x720;2.0;372 m²;;4.0;4.5
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/111814594;House;Sale;;;366 m²;;R50 000 000 ;3 Bedroom House for Sale in Clifton;https://images.prop24.com/293148708/Ensure1280x720|https://images.prop24.com/293233359/Ensure1280x720;https://images.prop24.com/293148708/Ensure1280x720;;213 m²;366 m²;3.0;3.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/107314609;House;Sale;;;465 m²;;R59 950 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/313733633/Ensure1280x720|https://images.prop24.com/313733635/Ensure1280x720;https://images.prop24.com/313733633/Ensure1280x720;2.0;199 m²;465 m²;4.0;3.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/108592601;House;Sale;;;371 m²;;R27 995 000 ;3 Bedroom House for Sale in Clifton;https://images.prop24.com/269490666/Ensure1280x720|https://images.prop24.com/269490640/Ensure1280x720;https://images.prop24.com/269490666/Ensure1280x720;;220 m²;371 m²;3.0;3.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/110619202;House;Sale;;;300 m²;;R24 995 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/272885357/Ensure1280x720|https://images.prop24.com/272885358/Ensure1280x720;https://images.prop24.com/272885357/Ensure1280x720;;300 m²;300 m²;4.0;3.5
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112630693;House;Sale;;;369 m²;;R37 500 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/306170275/Ensure1280x720|https://images.prop24.com/306170268/Ensure1280x720;https://images.prop24.com/306170275/Ensure1280x720;;;369 m²;4.0;4.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/109545289;House;Sale;;Yes;940 m²;;R160 000 000 ;5 Bedroom House for Sale in Clifton;https://images.prop24.com/279944115/Ensure1280x720|https://images.prop24.com/291422977/Ensure1280x720;https://images.prop24.com/279944115/Ensure1280x720;4.0;940 m²;940 m²;5.0;5.5
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112825567;House;Sale;;;579 m²;;R79 000 000 ;5 Bedroom House for Sale in Clifton;https://images.prop24.com/309515422/Ensure1280x720|https://images.prop24.com/309515368/Ensure1280x720;https://images.prop24.com/309515422/Ensure1280x720;3.0;567 m²;579 m²;5.0;5.5
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112706162;House;Sale;;;945 m²;;R59 500 000 ;4 Bedroom House for Sale in Clifton;;;5.0;;945 m²;4.0;4.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/110619307;House;Sale;;;300 m²;;R19 950 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/272821117/Ensure1280x720|https://images.prop24.com/272821121/Ensure1280x720;https://images.prop24.com/272821117/Ensure1280x720;;300 m²;300 m²;4.0;5.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112406381;House;Sale;;;;;R115 000 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/281007075/Ensure1280x720|https://images.prop24.com/302350523/Ensure1280x720;https://images.prop24.com/281007075/Ensure1280x720;4.0;635 m²;;4.0;4.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112715545;House;Sale;;;724 m²;;R195 000 000 ;5 Bedroom House for Sale in Clifton;https://images.prop24.com/307644907/Ensure1280x720|https://images.prop24.com/307644908/Ensure1280x720;https://images.prop24.com/307644907/Ensure1280x720;2.0;1003 m²;724 m²;5.0;5.0
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/113057098;House;Sale;;;844 m²;;R74 000 000 ;4 Bedroom House for Sale in Clifton;https://images.prop24.com/312797429/Ensure1280x720|https://images.prop24.com/312797430/Ensure1280x720;https://images.prop24.com/312797429/Ensure1280x720;2.0;464 m²;844 m²;4.0;3.5
CLIFTON;https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/113330451;House;Sale;;;405 m²;Closed Circuit TV;R23 500 000 ;3 Bedroom House for Sale in Clifton;https://images.prop24.com/315949960/Ensure1280x720|https://images.prop24.com/315949961/Ensure1280x720;https://images.prop24.com/315949960/Ensure1280x720;;;405 m²;3.0;4.0
CLIFTON;https://www.property24.com/to-rent/clifton/cape-town/western-cape/11015/113413476;House;Rent;;Yes;;;R80 000 ;4 Bedroom House to Rent in Clifton;;https://images.prop24.com/317516543/Crop600x400;2.0;280 m²;;4.0;3.0
CLIFTON;https://www.property24.com/to-rent/clifton/cape-town/western-cape/11015/109849612;House;Rent;;;;;R250 000 ;4 Bedroom House to Rent in Clifton;;https://images.prop24.com/317922265/Crop600x400;2.0;;392 m²;4.0;3.0
CLIFTON;https://www.property24.com/to-rent/clifton/cape-town/western-cape/11015/111626565;House;Rent;;;;;R80 000 ;4 Bedroom House to Rent in Clifton;;https://images.prop24.com/290247258/Crop600x400;1.0;;265 m²;4.0;3.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/113325127;House;Sale;;;489 m²;Totally Fenced, Electric Gate, Security Gate, Alarm System, Intercom, Burglar Bars;R13 950 000 ;6 Bedroom House for Sale in Camps Bay;https://images.prop24.com/315862176/Ensure1280x720|https://images.prop24.com/315862177/Ensure1280x720;https://images.prop24.com/315862176/Ensure1280x720;1.0;225 m²;489 m²;6.0;5.0
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/113272477;House;Sale;;;840 m²;;R24 995 000 ;4 Bedroom House for Sale in Camps Bay;https://images.prop24.com/315256640/Ensure1280x720|https://images.prop24.com/315256642/Ensure1280x720;https://images.prop24.com/315256640/Ensure1280x720;2.0;;840 m²;4.0;3.0
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111185965;House;Sale;;;552 m²;Electric Garage, Electric Gate, Alarm System, Intercom, Outdoor Beams, Indoor Beams;R33 000 000 ;5 Bedroom House for Sale in Camps Bay;https://images.prop24.com/285113678/Ensure1280x720|https://images.prop24.com/313304681/Ensure1280x720;https://images.prop24.com/285113678/Ensure1280x720;4.0;;552 m²;5.0;5.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112612198;House;Sale;;;316 m²;;R11 900 000 ;3 Bedroom House for Sale in Camps Bay;https://images.prop24.com/305832744/Ensure1280x720|https://images.prop24.com/305832745/Ensure1280x720;https://images.prop24.com/305832744/Ensure1280x720;1.0;234 m²;316 m²;3.0;2.0
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111433372;House;Sale;;;795 m²;;R17 995 000 ;4 Bedroom House for Sale in Camps Bay;https://images.prop24.com/287077709/Ensure1280x720|https://images.prop24.com/287077707/Ensure1280x720;https://images.prop24.com/287077709/Ensure1280x720;2.0;;795 m²;4.0;4.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/110633663;House;Sale;;;1 164 m²;;R20 995 000 ;5 Bedroom House for Sale in Camps Bay;https://images.prop24.com/297370433/Ensure1280x720|https://images.prop24.com/297370417/Ensure1280x720;https://images.prop24.com/297370433/Ensure1280x720;3.0;;1 164 m²;5.0;5.0
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111064814;House;Sale;;;292 m²;;R18 350 000 ;3 Bedroom House for Sale in Camps Bay;https://images.prop24.com/295551158/Ensure1280x720|https://images.prop24.com/295551160/Ensure1280x720;https://images.prop24.com/295551158/Ensure1280x720;;;292 m²;3.0;3.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/110610603;House;Sale;;;1 293 m²;;R95 000 000 ;4 Bedroom House for Sale in Camps Bay;https://images.prop24.com/294882236/Ensure1280x720|https://images.prop24.com/294882237/Ensure1280x720;https://images.prop24.com/294882236/Ensure1280x720;;;1 293 m²;4.0;6.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112223255;House;Sale;;;;;R10 900 000 ;2 Bedroom House for Sale in Camps Bay;https://images.prop24.com/299119640/Ensure1280x720|https://images.prop24.com/299119641/Ensure1280x720;https://images.prop24.com/299119640/Ensure1280x720;;;;2.0;3.0
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112127153;House;Sale;;;715 m²;;R12 900 000 ;3 Bedroom House for Sale in Camps Bay;https://images.prop24.com/297462288/Ensure1280x720|https://images.prop24.com/297462289/Ensure1280x720;https://images.prop24.com/297462288/Ensure1280x720;2.0;140 m²;715 m²;3.0;2.0
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/106350388;House;Sale;;;1 890 m²;;R29 500 000 ;3 Bedroom House for Sale in Camps Bay;https://images.prop24.com/297003980/Ensure1280x720|https://images.prop24.com/297004530/Ensure1280x720;https://images.prop24.com/297003980/Ensure1280x720;3.0;295 m²;1 890 m²;3.0;3.0
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/108800970;House;Sale;;;461 m²;;R17 500 000 ;4 Bedroom House for Sale in Camps Bay;https://images.prop24.com/273249870/Ensure1280x720|https://images.prop24.com/273249871/Ensure1280x720;https://images.prop24.com/273249870/Ensure1280x720;2.0;;461 m²;4.0;4.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/108910578;House;Sale;;;805 m²;;R36 685 000 ;6 Bedroom House for Sale in Camps Bay;https://images.prop24.com/309226332/Ensure1280x720|https://images.prop24.com/309226333/Ensure1280x720;https://images.prop24.com/309226332/Ensure1280x720;6.0;;805 m²;6.0;4.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112162593;House;Sale;;;1 236 m²;;R25 000 000 ;4 Bedroom House for Sale in Camps Bay;https://images.prop24.com/298089563/Ensure1280x720|https://images.prop24.com/298089564/Ensure1280x720;https://images.prop24.com/298089563/Ensure1280x720;2.0;;1 236 m²;4.0;2.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/108689648;House;Sale;;;765 m²;Security including alarm;R9 950 000 ;3 Bedroom House for Sale in Camps Bay;https://images.prop24.com/234678522/Ensure1280x720|https://images.prop24.com/304125025/Ensure1280x720;https://images.prop24.com/234678522/Ensure1280x720;1.0;220 m²;765 m²;3.0;1.0
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112376591;House;Sale;;;;;R29 500 000 ;3 Bedroom House for Sale in Camps Bay;https://images.prop24.com/301807002/Ensure1280x720|https://images.prop24.com/301807012/Ensure1280x720;https://images.prop24.com/301807002/Ensure1280x720;2.0;330 m²;;3.0;3.5
CAMPS BAY / BAKOVEN;https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111884735;House;Sale;;;1 095 m²;;R49 995 000 ;4 Bedroom House for Sale in Camps Bay;https://images.prop24.com/294238429/Ensure1280x720|https://images.prop24.com/294238430/Ensure1280x720;https://images.prop24.com/294238429/Ensure1280x720;3.0;;1 095 m²;4.0;5.5
